origen_stop,dest_stop,lines
770,771,"['01451', '046A1', '007D1', '007B1', '01181', '046E1', '01161', '041X0', '066X0']"
771,773,['01451']
773,775,"['01451', '046E1']"
775,776,"['01451', '046A1', '007D1', '039A0', '007B1', '01181', '046E1', '01161', '041X0', '067X0', '066X0', '025X0']"
776,777,"['01451', '007D1', '007B1', '01181', '046E1', '01161', '067X0', '025X0']"
777,906,"['01451', '046A1', '007D1', '007B1', '01181', '046E1', '01161', '041X0']"
906,907,"['01451', '046A1', '007D1', '00111', '007B1', '01181', '046E1']"
907,908,"['01451', '046A1', '007D1', '00111', '007B1', '01181', '046E1']"
908,909,"['01451', '007D1', '00111', '007B1', '01181', '046E1']"
909,786,"['01451', '046A1', '007D1', '084X1', '007B1', '046E1']"
786,792,"['01451', '046A1', '007D1', '007B1', '01181', '046E1']"
792,4529,"['01451', '007D1', '084X1', '007B1', '01181']"
4529,7586,"['01451', '007D1', '084X1', '039A0', '007B1', '01181']"
7586,772,['01451']
772,7587,['01451']
7587,774,['01451']
774,345,['01451']
345,325,['01451']
325,1443,['01451']
1443,1444,"['01451', '00790', '00370', '00390', '00690', '039A0', '00700', '079A0', '069X0', '051D0']"
1444,1445,"['01451', '00790', '066B0', '00370', '00660', '00390', '00670', '00690', '025B0', '025A0', '066A0', '039A0', '00700', '00260', '079A0', '00250', '066X0', '025X0', '069X0', '051D0']"
1445,4407,"['01451', '00790', '025B0', '025A0', '079A0', '025X0', '025D0', '051D0']"
4407,4320,['01451']
395,396,"['077A0', '056A0', '015A0', '00471', '00011', '015D0']"
396,397,"['077A0', '056A0', '015A0', '00471', '00011', '015D0']"
397,398,"['077A0', '056A0', '015B0', '015A0', '00471', '00011', '015D0']"
398,400,['077A0']
400,4522,"['077A0', '056A0']"
2103,2332,['077A0']
2332,2333,['077A0']
2334,399,['077A0']
399,4662,['077A0']
4662,2335,['077A0']
2335,2336,['077A0']
2339,2420,['077A0']
2420,2421,['077A0']
2421,2447,['077A0']
2447,5133,['077A0']
5133,2596,['077A0']
2596,2611,['077A0']
2611,2602,['077A0']
2602,2613,['077A0']
2613,2614,['077A0']
2614,2615,['077A0']
2615,2535,['077A0']
2535,2536,"['077A0', '00751']"
2536,2617,['077A0']
2617,2557,"['077A0', '00751']"
2351,2558,"['077A0', '054A0']"
2558,2559,['077A0']
2559,2423,['077A0']
2423,2424,['077A0']
2424,2560,['077A0']
2560,2561,"['077A0', '065B0']"
2561,2562,"['077A0', '065B0']"
2562,2564,"['077A0', '065B0']"
2564,4927,"['077A0', '065B0']"
4927,2352,['077A0']
2573,2575,['077A0']
2575,4929,['077A0']
4929,4930,['077A0']
4930,2616,['077A0']
2616,4931,['077A0']
4931,7459,['077A0']
7459,4928,['077A0']
4928,2574,['077A0']
2574,7460,['077A0']
4204,4206,['084A1']
7653,3079,['084A1']
3079,3080,['084A1']
3080,3082,['084A1']
3082,3084,['084A1']
3084,469,"['084A1', '007A1', '00071', '00041']"
469,470,"['084A1', '007A1', '00071', '00041']"
470,471,"['084A1', '007A1', '00071', '00041']"
471,472,"['084A1', '007A1', '00071', '00041']"
472,473,"['084A1', '007A1', '00071', '00041']"
473,4705,"['084A1', '007A1', '00071']"
4705,475,"['084A1', '007A1', '00071']"
475,476,"['084A1', '007A1', '00071', '00041']"
476,477,"['084A1', '007A1', '00041']"
477,478,"['084A1', '007A1', '00041']"
292,1171,['00330']
1627,1628,"['00330', '00161', '041C0', '027B0']"
1628,1629,"['00330', '00161', '041B0', '027B0']"
1629,1630,"['00330', '00161', '041B0', '041C0']"
1630,3670,"['00330', '041B0', '041C0']"
3670,3671,"['00330', '041B0', '041C0']"
3671,3672,"['00330', '041B0', '041C0']"
3672,3674,"['00330', '041B0', '041C0']"
3674,3676,['00330']
3676,3675,['00330']
3675,3677,['00330']
3677,3678,"['00330', '033A0']"
3678,3679,"['00330', '041C0', '033A0']"
3679,3711,"['00330', '00430', '041C0', '033B0', '033A0']"
3711,3712,"['00330', '00430', '041C0', '033B0', '033A0']"
3712,3713,"['00330', '033B0', '033A0']"
3713,3714,"['00330', '033B0', '033A0', '033X0']"
3714,3715,"['00330', '033A0', '033X0']"
3715,5175,"['00330', '033A0', '033X0']"
5175,3755,"['00330', '033A0', '033X0']"
3755,3756,"['00330', '033A0', '033X0']"
3756,3757,"['00330', '033A0', '033X0']"
3757,3759,['00330']
3759,3763,['00330']
3763,3764,"['00330', '033A0', '033X0']"
3764,3765,"['00330', '033A0', '033X0']"
3765,3766,"['00330', '033A0', '033X0']"
3766,3769,['00330']
3769,3771,['00330']
3771,3772,"['00330', '033A0']"
3772,3773,"['00330', '033X0']"
3773,3774,"['00330', '033A0', '033X0']"
3774,7172,"['00330', '033A0', '033X0']"
7172,3775,"['00330', '033A0']"
3775,3777,"['00330', '033A0']"
3777,3778,"['00330', '033A0']"
3778,3781,"['00330', '033A0']"
3781,3782,"['00330', '033A0']"
3782,3783,"['00330', '033A0']"
3783,3784,"['00330', '033A0']"
3784,3786,['00330']
3786,3787,"['00330', '033X0']"
3787,3788,"['00330', '033A0']"
3788,3789,"['00330', '033A0', '033X0']"
3789,3790,"['00330', '033A0', '033X0']"
3790,3791,"['00330', '033A0']"
3791,3792,"['00330', '033A0']"
3792,3793,"['00330', '033A0', '033X0']"
3793,3794,"['00330', '033A0', '033X0']"
3794,3795,"['00330', '033A0', '033X0']"
3795,3797,"['00330', '033A0', '033X0']"
3797,3798,"['00330', '033A0', '033X0']"
3798,3799,"['00330', '033A0']"
3799,6076,"['00330', '033A0']"
6076,6077,"['00330', '033A0']"
6077,3569,['00330']
3569,3571,"['00330', '033A0']"
3571,3801,"['00330', '033A0']"
3801,3802,"['00330', '033A0']"
3802,3805,"['00330', '033X0']"
3805,7175,"['00330', '033A0']"
7175,3806,"['00330', '033A0', '033X0']"
3806,3807,"['00330', '033A0']"
3807,3808,"['00330', '033A0']"
3808,3809,['00330']
3809,7174,"['00330', '033X0']"
7174,3758,['00330']
3758,3767,['00330']
3767,3768,"['00330', '033A0', '033X0']"
3768,3785,['00330']
3785,3760,['00330']
3760,3761,"['00330', '033X0']"
3761,3762,"['00330', '033X0']"
3762,3770,['00330']
1905,7048,['039A1']
7021,6111,['039A1']
6111,6112,"['039A1', '039X1']"
6112,6113,"['039A1', '039X1']"
6113,1898,['039A1']
1898,1858,['039A1']
1867,4489,['039A1']
4489,4747,['039A1']
4747,1845,['039A1']
1845,7158,['039A1']
7158,7166,['039A1']
1696,1906,['039A1']
1906,1698,['039A1']
1698,1700,"['039A1', '070D1', '038D1']"
1700,1907,['039A1']
1907,1701,['039A1']
1701,1908,['039A1']
1908,1703,['039A1']
1703,1909,['039A1']
315,1697,['039A1']
1697,1699,['039A1']
1699,335,['039A1']
335,1702,['039A1']
1702,349,['039A1']
404,313,['039A1']
313,747,['039A1']
748,749,"['039A1', '038B1', '00701', '00381', '039X1', '067X1', '066X1', '051X1', '051D1', '025X1', '038D1']"
749,750,"['039A1', '038B1', '00701', '00381', '067X1', '066X1', '051X1', '051D1', '025X1', '038D1']"
750,757,['039A1']
757,751,['039A1']
753,754,"['039A1', '00181', '077X1', '066X1', '051X1', '051D1', '025X1']"
754,756,"['039A1', '067X1', '051X1']"
756,763,['039A1']
763,758,['039A1']
760,761,"['039A1', '01450', '067X1', '077X1', '066X1', '032X0', '025X1', '01160', '007D0', '007B0']"
761,762,"['039A1', '01450', '066X1', '032X0', '025X1', '01160', '007D0', '007B0']"
762,767,['039A1']
767,755,['039A1']
324,7500,['00830']
7500,1555,['00830']
1555,1556,"['00830', '040B1', '083A0']"
1556,1557,"['00830', '040B1', '083A0']"
1557,1181,"['00830', '040B1', '083A0']"
1181,7350,['00830']
7350,6230,['00830']
6230,6228,"['00830', '00090', '01401', '083A0']"
6228,4788,"['00830', '00090', '083A0']"
4788,6273,"['00830', '00090', '02200', '083A0']"
6273,4891,"['00830', '083A0']"
4891,7458,"['00830', '083A0']"
7458,7425,"['00830', '083A0']"
7425,7424,"['00830', '083A0']"
7424,7423,"['00830', '083A0']"
7423,1566,"['00830', '083A0']"
1566,1567,"['00830', '083A0']"
1567,4372,['00830']
4372,179,['00830']
179,7431,['00830']
7431,175,['00830']
175,176,"['00830', '083A0']"
176,181,"['00830', '083A0']"
181,182,"['00830', '083A0']"
182,183,"['00830', '083A0']"
183,184,"['00830', '083A0']"
184,185,"['00830', '00040', '00090', '083A0']"
185,186,"['00830', '00040', '00090', '083A0']"
186,187,"['00830', '00040', '00090', '01400', '083A0']"
187,188,"['00830', '00040', '00090', '01400', '083A0']"
188,189,"['00830', '00040', '00090', '01400', '083A0']"
189,190,"['00830', '00040', '00090', '01400', '083A0']"
190,1614,"['00830', '083A0']"
1614,1615,"['00830', '083A0']"
1615,1478,"['00830', '083A0']"
315,336,"['00830', '067X1', '066X1', '051X1', '051D1', '025X1', '083A0']"
336,1279,"['00830', '083A0']"
1279,1283,"['00830', '083A0']"
1077,2479,['00830']
2479,2480,"['00830', '00181', '083A0']"
2480,2481,"['00830', '00181']"
2481,2482,"['00830', '00181', '083A0']"
2482,2483,"['00830', '00181', '083A0']"
2483,2484,"['00830', '00181', '083A0']"
2484,2485,"['00830', '00181', '083A0']"
2485,2486,"['00830', '00181', '083A0']"
2486,2487,"['00830', '00181', '083A0']"
2487,2488,"['00830', '00181', '083A0']"
2488,2489,"['00830', '00181', '083A0']"
2489,2448,"['00830', '00181', '083A0']"
2448,5026,['00830']
5026,2450,['00830']
2450,2490,"['00830', '083A0']"
2490,2492,['00830']
2492,2491,['00830']
4962,4725,"['00070', '007A0', '007D0']"
4725,273,"['00070', '00040', '007A0', '01201']"
273,405,"['00070', '00040', '007A0', '01201']"
405,408,"['00070', '00040', '007A0', '01201', '027X1']"
408,409,"['00070', '00040', '007A0', '01201', '027X1']"
409,410,"['00070', '00040', '007A0', '01201']"
410,411,"['00070', '00040', '007A0', '01201']"
411,412,"['00070', '00040', '007A0', '01201']"
412,413,"['00070', '00040', '01201']"
413,414,"['00070', '00040', '01201']"
414,415,"['00070', '00040', '007A0', '00180', '01201']"
415,416,"['00070', '00040', '007A0', '00180']"
416,417,"['00070', '007A0', '00180', '027X1']"
417,418,"['00070', '00040', '007A0', '027X1']"
418,420,['00070']
420,421,"['00070', '00040', '007A0']"
421,422,"['00070', '00040', '007A0']"
422,424,"['00070', '00040']"
424,425,"['00070', '00040', '007A0', '084A0']"
425,426,"['00070', '00040', '007A0', '084A0']"
426,427,"['00070', '00040', '007A0', '084A0']"
427,428,"['00070', '00040', '007A0']"
428,429,"['00070', '00040', '007A0']"
429,3032,"['00070', '007A0', '084A0']"
3032,3033,"['00070', '007A0', '00170']"
3033,3034,['00070']
3034,3036,['00070']
3036,3037,"['00070', '007A0']"
3037,3038,"['00070', '007A0']"
3038,3039,"['00070', '007A0']"
3039,3040,"['00070', '007A0']"
3040,3041,"['00070', '007A0']"
3041,3042,['00070']
3042,2035,['00070']
2036,2040,"['00070', '007A0']"
2040,3047,"['00070', '007A0', '045A0']"
3047,3202,"['00070', '007A0']"
3202,3203,"['00070', '007A0', '007D1']"
3203,3204,"['00070', '007A0', '007D1', '045A0']"
3204,7641,['00070']
7641,7642,['00070']
7642,7643,['00070']
7643,3214,['00070']
3214,3215,"['00070', '007A0', '045A0', '01111', '007B0']"
3215,3216,"['00070', '007A0', '045A0', '01111', '007B0']"
3216,3217,"['00070', '007A0', '045A0', '01111', '007B0']"
3217,3219,['00070']
3219,3218,['00070']
3218,3220,['00070']
3220,4982,['00070']
4982,5046,['00070']
5046,7639,"['00070', '01111']"
7639,423,['00070']
423,419,['00070']
3671,3078,['01021']
3078,3087,['01021']
3087,6033,['01021']
6033,3090,['01021']
3090,3706,"['01021', '041C0', '041X0']"
3706,3708,"['01021', '041X0']"
3708,3709,"['01021', '041C0']"
3709,3710,"['01021', '041C0', '041X0']"
3710,4925,"['01021', '041C0', '041X0']"
4925,4926,"['01021', '041C0']"
4926,3678,"['01021', '041C0']"
3678,6117,['01021']
6117,1041,['01021']
1041,1050,['01021']
1050,3656,['01021']
3656,3653,"['01021', '01020']"
3653,6055,"['01021', '01421', '042D0']"
6055,1073,"['01021', '01421', '042D0']"
1073,3641,"['01021', '01421', '042D0']"
3641,3642,"['01021', '032X0', '01421', '042D0']"
3642,3643,"['01021', '00420', '032X0', '01421', '042D0']"
3643,3583,"['01021', '00420', '032X0', '01421', '042D0']"
3583,3585,['01021']
3585,3586,['01021']
3586,3587,['01021']
3587,3588,"['01021', '032X0']"
3588,3590,['01021']
3590,3589,"['01021', '00321']"
3589,3591,"['01021', '00321']"
3591,3592,"['01021', '00321']"
3592,3605,['01021']
3605,3606,"['01021', '00421', '032X0']"
3606,3607,"['01021', '00421', '032X0']"
3607,3608,"['01021', '032X0']"
3608,3609,"['01021', '032X0']"
3609,3598,"['01021', '032X0']"
3598,4465,"['01021', '00321', '032X0', '042D0']"
4465,944,"['01021', '00321', '032X0']"
944,945,"['01021', '00321', '032X0']"
945,947,"['01021', '00321', '032X0']"
947,948,"['01021', '00321', '032X0']"
948,949,"['01021', '00321', '032X0']"
949,928,"['01021', '00321', '032X0']"
928,951,['01021']
951,952,['01021']
952,3672,['01021']
3672,3089,['01021']
3089,3707,['01021']
3707,3584,['01021']
3584,4381,['01021']
4381,953,['01021']
4745,4990,"['038B1', '00381']"
4990,4991,['038B1']
4991,4992,"['038B1', '00381']"
4992,1719,"['038B1', '00381', '038A1']"
1719,1828,"['038B1', '00381', '038A1']"
1828,1829,"['038B1', '00381', '02201', '02381', '038A1']"
1829,4997,"['038B1', '00381', '038A1']"
4997,4998,"['038B1', '00381', '038A1']"
4998,4999,"['038B1', '00381', '038A1']"
4999,1833,"['038B1', '00381', '038A1']"
1833,1834,"['038B1', '00381', '038A1']"
1834,1835,['038B1']
1835,1836,"['038B1', '02200', '02380']"
1836,1837,"['038B1', '02200', '02380']"
1837,2338,"['038B1', '02200', '02380']"
2338,1845,['038B1']
1696,1697,"['038B1', '00371', '00381', '070D1', '038A1', '038D1']"
1697,1698,"['038B1', '00371', '070D1', '038A1', '038D1']"
1698,1699,"['038B1', '00371', '00701', '00381']"
1699,1700,"['038B1', '00371', '00701', '00381']"
1905,1804,"['038B1', '038D1']"
1804,1803,"['038B1', '038D1']"
1803,77,"['038B1', '00381', '038A1', '038D1']"
77,78,"['038B1', '00381', '01220', '038D1']"
78,79,"['038B1', '00381', '01220', '038D1']"
79,80,"['038B1', '00381', '01220', '01201', '038D1']"
80,82,"['038B1', '01220', '01201', '038D1']"
82,817,"['038B1', '01201', '038D1']"
817,819,['038B1']
819,4989,['038B1']
4989,265,['038B1']
265,6059,"['038B1', '038A1', '038D1']"
6059,349,"['038B1', '038A1', '038D1']"
753,7370,"['038B1', '00381', '038D1']"
7370,818,['038B1']
818,7339,['038B1']
327,7113,['00040']
7113,127,['00040']
127,112,['00040']
39,40,"['00040', '00110']"
40,146,"['00040', '00090']"
146,147,"['00040', '00090']"
147,184,"['00040', '00090']"
190,191,"['00040', '00090', '01400']"
191,819,"['00040', '00090', '01400']"
819,7457,['00040']
7457,4725,['00040']
416,114,['00040']
114,417,['00040']
418,419,"['00040', '007A0', '027X1']"
419,420,"['00040', '007A0', '027X1']"
429,6334,['00040']
6334,7660,['00040']
3116,6085,['00040']
6085,2026,['00040']
2026,7226,['00040']
7226,423,['00040']
423,324,['00040']
4903,7219,['00371']
7219,7218,['00371']
7218,7031,['00371']
7031,4897,['00371']
4897,4898,['00371']
4898,4574,['00371']
4574,4575,['00371']
4575,1680,['00371']
1680,1681,['00371']
1681,1682,['00371']
1682,1683,['00371']
1683,1684,['00371']
1684,1685,['00371']
1685,1686,['00371']
1686,1687,['00371']
1687,1688,"['00371', '070D1']"
1688,1689,"['00371', '070D1']"
1689,1690,"['00371', '070D1']"
1690,1691,"['00371', '070D1']"
1691,1692,"['00371', '070D1']"
1692,1693,"['00371', '070D1']"
1693,1695,['00371']
1695,1696,"['00371', '070D1']"
1703,1704,['00371']
1704,1705,['00371']
1705,1706,['00371']
1706,1707,['00371']
1707,1708,['00371']
1708,1709,['00371']
1709,1528,['00371']
1528,1710,['00371']
1710,1711,['00371']
1711,1712,['00371']
1712,1713,['00371']
313,349,['00371']
349,1694,['00371']
1694,404,['00371']
747,843,['00371']
843,845,['00371']
846,7340,['00371']
2038,2039,['00751']
2039,2040,"['00751', '046A1', '00630']"
2040,2041,"['00751', '046A1', '00630']"
2041,2042,"['00751', '046A1', '00630']"
2042,2043,"['00751', '00630']"
2043,2044,"['00751', '00630']"
2044,2045,"['00751', '00630', '01111']"
2045,2046,"['00751', '046A1', '00630', '01111']"
2046,4568,"['00751', '046A1']"
4568,4569,"['00751', '046A1', '007D1']"
4569,7658,"['00751', '007D1']"
7658,4570,['00751']
4570,2056,"['00751', '046A1']"
2056,2057,"['00751', '046A1']"
2057,2058,"['00751', '046A1']"
2058,2059,['00751']
2059,2060,['00751']
2063,3181,['00751']
5045,7393,['00751']
7393,2882,['00751']
2882,2883,['00751']
2883,2885,['00751']
2885,2886,['00751']
2886,2887,['00751']
2887,4587,['00751']
4587,2842,['00751']
2842,2843,"['00751', '00141', '014C1']"
2843,2845,"['00751', '014C1']"
2845,2846,"['00751', '00141', '01160', '014C1']"
2846,2847,"['00751', '00141', '01160', '014C1']"
2847,4397,"['00751', '00141', '01160', '014C1']"
4397,2848,"['00751', '00141', '01160', '014C1']"
2848,2849,"['00751', '00141', '01160', '014C1']"
2849,2850,"['00751', '00141', '01160', '014C1']"
2850,2851,"['00751', '00141', '01160', '014C1']"
2851,2852,"['00751', '00141', '01160', '014C1']"
2852,4707,"['00751', '00141', '014C1']"
4707,4708,"['00751', '00141', '01611', '014C1']"
4708,4336,"['00751', '00141', '01611', '014C1']"
4336,4337,"['00751', '01611']"
4337,1317,['00751']
1317,1318,"['00751', '00171']"
1318,1319,"['00751', '00171']"
1319,1281,"['00751', '00171', '00610']"
1281,1329,"['00751', '00171', '00610']"
1329,1330,"['00751', '00161', '00171', '00610', '016C1']"
1330,5129,['00751']
5129,5130,"['00751', '015B0', '015D0']"
5130,1138,['00751']
1138,1139,['00751']
1139,1140,['00751']
1140,2515,['00751']
2515,2064,['00751']
2065,2516,['00751']
2516,2517,"['00751', '00490']"
2517,2518,"['00751', '00490']"
2518,4637,['00751']
4637,2520,['00751']
2520,3322,['00751']
3322,2521,['00751']
2521,2522,['00751']
2522,3563,['00751']
3563,444,"['00751', '00470', '01160']"
444,2524,['00751']
2524,445,['00751']
445,4779,"['00751', '00110', '00470', '01160']"
4779,2523,['00751']
2523,2532,"['00751', '00490']"
2532,7057,['00751']
4847,2533,['00751']
2533,4848,['00751']
4848,2534,['00751']
2534,2535,['00751']
2536,2616,['00751']
2616,2617,['00751']
5008,449,['00751']
449,4640,['00751']
4640,450,['00751']
450,4347,['00751']
4347,7181,"['00751', '00490']"
7181,2880,['00751']
2880,2844,['00751']
1791,1792,['027A1']
1792,1793,['027A1']
1793,962,['027A1']
962,635,['027A1']
635,636,['027A1']
636,637,['027A1']
637,638,['027A1']
638,639,['027A1']
639,640,['027A1']
640,641,['027A1']
641,642,['027A1']
642,643,['027A1']
643,644,['027A1']
644,645,['027A1']
645,1796,['027A1']
1796,1797,['027A1']
1797,1798,['027A1']
1798,1799,['027A1']
1799,1800,['027A1']
1800,1801,['027A1']
1801,1277,['027A1']
1221,664,"['027A1', '00150', '00421', '00431', '027B1', '027X1']"
664,665,"['027A1', '00421', '00140', '00431', '027B1', '014C0']"
665,666,"['027A1', '00421', '00431', '027B1', '014C0']"
675,620,"['027A1', '029A1', '00311', '00321', '031B1', '031A1']"
620,7568,['027A1']
4713,4714,"['077A1', '065B1', '077X1']"
4714,4960,"['077A1', '065B1', '077X1']"
4960,4932,"['077A1', '065B1', '077X1']"
4932,4933,"['077A1', '065B1', '077X1']"
4933,2590,"['077A1', '065B1', '077X1']"
2590,2591,"['077A1', '00651', '065B1', '077X1']"
2591,2592,"['077A1', '00651', '065B1', '077X1']"
2592,2357,"['077A1', '00651', '065B1', '077X1']"
2357,2566,"['077A1', '065B1', '077X1']"
2566,2568,"['077A1', '065B1', '077X1']"
2568,2569,"['077A1', '065B1', '077X1']"
2569,7550,"['077A1', '065B1']"
7550,2570,"['077A1', '065B1']"
2570,2571,['077A1']
2571,2359,"['077A1', '054A1']"
4647,2346,"['077A1', '00651']"
4435,2604,['077A1']
2604,2605,['077A1']
2538,2606,['077A1']
2606,2607,"['077A1', '077X1']"
2607,2608,"['077A1', '077X1']"
2608,2609,"['077A1', '077X1']"
2609,2610,"['077A1', '077X1']"
2610,2554,"['077A1', '077X1']"
2554,2425,"['077A1', '077X1']"
2425,2426,"['077A1', '077X1']"
2426,2427,"['077A1', '077X1']"
2427,2428,"['077A1', '077X1']"
2428,2429,"['077A1', '077X1']"
2429,2430,"['077A1', '077X1']"
2430,2371,"['077A1', '077X1']"
2377,2378,['077A1']
1358,340,"['077A1', '056A1']"
340,350,"['077A1', '056A1', '00440', '00610', '00470']"
350,351,"['077A1', '056A1', '00010', '00470']"
351,352,"['077A1', '056A1', '00010', '00470']"
352,353,"['077A1', '056A1', '00010', '00470']"
353,354,"['077A1', '015A1', '056A1', '00010', '00470']"
4617,4576,['00131']
4576,3418,"['00131', '01511']"
3418,3419,"['00131', '01511', '00681', '068X1']"
3419,2374,['00131']
2374,2146,['00131']
2146,2147,"['00131', '051D1']"
2147,2148,"['00131', '051D1']"
2148,2149,"['00131', '051D1']"
2149,2150,"['00131', '051D1']"
2150,2151,['00131']
2151,2152,['00131']
2152,2153,"['00131', '051D1']"
2153,2154,"['00131', '051D1']"
2154,6245,"['00131', '051D1']"
6245,4671,['00131']
4671,4672,"['00131', '051D0']"
4672,3465,"['00131', '00691', '051D0']"
3465,4673,"['00131', '00691']"
4673,7229,['00131']
7229,2172,['00131']
2172,2159,"['00131', '00691']"
2159,4409,"['00131', '00691', '076A0', '00760', '00681']"
4409,4550,"['00131', '051D0']"
4550,4555,['00131']
4555,4551,['00131']
4551,1965,"['00131', '051D0']"
1965,1966,"['00131', '051D0']"
1966,1975,['00131']
1975,1977,"['00131', '00691', '00681']"
1977,1978,"['00131', '00691', '00681']"
1978,1980,"['00131', '00691', '00681']"
1980,1981,"['00131', '00691', '00681']"
1981,1982,"['00131', '00691', '00681']"
1982,4406,"['00131', '00691', '00681']"
4406,1984,"['00131', '00691', '00681']"
1984,1985,"['00131', '00691', '00681']"
1985,1986,"['00131', '00691', '00681']"
1986,1987,"['00131', '00691', '00681']"
1987,1988,"['00131', '00691', '00681']"
1988,1989,"['00131', '00681']"
1989,1990,"['00131', '00401']"
1990,1992,"['00131', '00401']"
1992,1993,"['00131', '00401']"
1993,1994,"['00131', '00401']"
1994,1995,"['00131', '00401']"
1995,1996,"['00131', '00401', '01230']"
1996,1997,"['00131', '00401', '01230']"
1997,1998,"['00131', '00401', '01230']"
1998,1999,"['00131', '00401', '01230']"
1999,2001,"['00131', '00401', '01230']"
1359,319,"['00131', '00091', '00831', '083A1']"
319,281,"['00131', '00091']"
281,7,['00131']
7,11,"['00131', '00401', '040D0', '040B0']"
11,14,"['00131', '00401', '040D0', '040B0']"
85,86,['00131']
86,87,['00131']
87,88,['00131']
88,89,['00131']
89,27,['00131']
27,28,"['00131', '00091', '00111', '00041', '070D1']"
28,29,"['00131', '00091', '00041', '070D1']"
29,4680,"['00131', '00091', '00041', '070D1']"
4680,90,"['00131', '00091', '070D1']"
90,91,"['00131', '00091', '070D1']"
91,92,"['00131', '00041']"
92,93,"['00131', '00041', '017A0']"
93,94,"['00131', '00041', '017A0']"
94,102,['00131']
102,6239,"['00131', '02200']"
6239,104,"['00131', '02200']"
104,6241,"['00131', '02200']"
6241,105,"['00131', '02200']"
105,6253,['00131']
6253,7191,['00131']
7191,6238,['00131']
6238,6182,['00131']
6182,322,"['00131', '00041']"
322,323,"['00131', '00041']"
323,6234,['00131']
7120,7119,['025B1']
7119,7127,"['025B1', '025D1']"
7127,7143,"['025B1', '025D1']"
7143,3368,['025B1']
3368,7137,['025B1']
7137,7139,['025B1']
7139,4623,['025B1']
2236,2237,"['025B1', '00661', '00251', '025D1']"
2237,2238,"['025B1', '00661', '00251']"
2238,6290,['025B1']
6290,5056,['025B1']
2242,7626,"['025B1', '025D1']"
4843,4905,"['00411', '041A1', '041X1']"
4905,7655,"['00411', '041A1', '041X1']"
7655,4906,"['00411', '041C1', '041A1', '041X1']"
4906,4907,"['00411', '041A1', '041X1']"
4907,4908,"['00411', '041A1', '041X1']"
4908,4909,"['00411', '041A1', '041X1']"
4909,3884,['00411']
3884,3686,"['00411', '041B1']"
3686,5077,"['00411', '041B1']"
5077,5078,"['00411', '041B1']"
5078,3689,"['00411', '041B1']"
3689,3690,['00411']
3690,6117,"['00411', '00431', '041A1']"
6117,5079,"['00411', '041A1']"
5079,3694,"['00411', '041A1', '041B1']"
3696,3697,"['00411', '041A1', '041B1']"
3697,3698,"['00411', '041A1', '041B1']"
3698,3699,"['00411', '041A1', '041B1']"
3699,3885,['00411']
3885,3663,['00411']
3663,7347,['00411']
7347,3669,"['00411', '00160', '016C0']"
3669,7349,"['00411', '00160', '016C0']"
7349,1631,"['00411', '00160', '016C0']"
1631,5053,['00411']
5053,1634,['00411']
1634,1635,"['00411', '041C1', '041B1']"
1635,1636,"['00411', '041C1', '016C0', '041B1']"
1637,1638,"['00411', '041C1', '00160', '027B1', '041A1', '016C0', '041B1']"
119,1632,['00411']
1632,44,['00411']
44,1633,['00411']
1633,7603,['00411']
45,7594,['00411']
7594,46,['00411']
277,288,"['00411', '041C1', '041A1', '041B1']"
4606,7142,['01511']
7142,7015,['01511']
7015,4617,['01511']
4617,4555,['01511']
4555,4576,['01511']
3419,4762,"['01511', '068X1']"
4762,4763,"['01511', '068X1']"
4763,6245,"['01511', '068X1']"
6245,2156,['01511']
2156,6014,"['01511', '00681']"
6014,6242,"['01511', '068X1']"
6242,6152,"['01511', '068X1']"
6152,6153,"['01511', '068X1']"
6153,6243,"['01511', '068X1']"
6243,6154,"['01511', '068X1']"
6154,6155,['01511']
6155,6141,['01511']
6141,6142,['01511']
6142,2181,['01511']
2181,2182,"['01511', '00180', '056A1']"
2182,2778,"['01511', '00180', '056A1']"
2778,2185,"['01511', '00180', '056A1']"
2383,1479,['01511']
1479,7622,"['01511', '01450']"
7622,297,['01511']
297,407,['01511']
407,2498,"['01511', '015A1', '015B1', '01421', '033X0']"
2498,2499,"['01511', '015A1', '015B1', '01421', '041X0', '033X0']"
2499,2500,"['01511', '01421', '041X0', '033X0']"
2500,2501,"['01511', '01421', '033X0']"
7623,2508,['01511']
2508,2278,"['01511', '00531']"
3333,3334,"['00701', '02701', '070D1']"
3334,3352,"['00701', '02701', '070D1']"
3352,3335,"['00701', '02701', '070D1']"
3335,3336,"['00701', '02701', '070D1']"
3336,3337,"['00701', '02701', '070D1']"
3337,3338,"['00701', '02701', '070D1']"
3338,3339,"['00701', '02701']"
3339,3340,"['00701', '02701']"
3340,4324,"['00701', '02701']"
4324,4769,"['00701', '02701', '02700']"
4769,4770,"['00701', '02701', '02700']"
4770,4765,"['00701', '02701', '02700']"
4765,4766,"['00701', '02701', '00700', '02700']"
4766,4767,"['00701', '02701', '00700', '02700']"
4767,4768,"['00701', '02701', '00700', '02700']"
4768,1845,['00701']
1702,1905,['00701']
315,349,['00701']
404,1697,['00701']
1697,747,['00701']
750,1703,['00701']
1703,751,['00701']
7339,313,['00701']
313,7370,['00701']
4392,2446,['00091']
2446,2459,['00091']
2459,2460,['00091']
2460,2461,['00091']
2461,2462,['00091']
2462,2463,['00091']
2463,2431,['00091']
2431,2432,['00091']
2432,2433,['00091']
2433,2434,['00091']
2434,2435,"['00091', '00170']"
