origen_stop,dest_stop,lines
1507,1508,"['040D0', '01401', '040B0']"
1508,1509,"['040D0', '01401', '040B0']"
1511,1512,"['040D0', '040B0']"
1512,1538,"['040D0', '02201', '01401', '040B0']"
1538,4548,"['040D0', '040B0']"
4548,1514,['040D0']
1514,980,['040D0']
7241,7243,['040D0']
7243,7126,"['040D0', '02200']"
7318,4978,['040D0']
4978,4979,"['040D0', '02360', '02381']"
4979,4986,"['040D0', '02360', '02381']"
4986,7107,"['040D0', '02360', '02381', '02361']"
7107,7102,"['040D0', '02360', '02381', '02361']"
7102,7103,"['040D0', '02360', '02381', '02361']"
7103,7104,"['040D0', '02360', '02381', '02361']"
7104,7105,"['040D0', '02360', '02381', '02361']"
7105,6005,['040D0']
6005,7106,['040D0']
7106,7072,['040D0']
7072,7247,['040D0']
4341,2243,['00760']
496,515,"['01300', '00310']"
522,1740,['01300']
1740,1741,['01300']
1741,1742,['01300']
1742,1743,['01300']
1743,1744,['01300']
1744,1745,"['01300', '01041']"
1745,1747,['01300']
1747,1748,['01300']
1748,1751,['01300']
1751,1754,['01300']
1754,1759,['01300']
1759,1750,['01300']
1750,1771,['01300']
1771,1760,['01300']
1760,1761,['01300']
1761,1762,['01300']
1762,1763,['01300']
1763,1765,['01300']
1765,1767,['01300']
1767,7591,['01300']
7591,7617,['01300']
7617,7659,['01300']
523,1746,['01300']
1746,1752,['01300']
1752,1753,['01300']
1753,1758,['01300']
1758,1769,['01300']
1769,1770,['01300']
1770,1764,['01300']
1764,1749,['01300']
1749,7490,['01300']
1018,1076,['015A0']
1083,1086,['015A0']
1086,1087,['015A0']
1087,1088,"['015A0', '00171']"
1088,1089,"['015A0', '00171']"
1089,1090,"['015A0', '00171']"
1090,1091,['015A0']
1091,1092,['015A0']
1092,1093,['015A0']
1093,1094,['015A0']
1094,1095,['015A0']
1095,1101,['015A0']
1101,1102,['015A0']
1102,1104,['015A0']
1104,1019,['015A0']
1020,1085,['015A0']
1085,1096,['015A0']
1096,1103,['015A0']
1103,1080,['015A0']
5013,5014,['00471']
5014,7291,['00471']
7291,3485,['00471']
3487,7415,"['00471', '01181']"
7415,7416,"['00471', '01181']"
7416,7325,['00471']
7325,4984,['00471']
4984,448,"['00471', '01141']"
448,3181,['00471']
3321,2066,['00471']
2066,2067,['00471']
2067,4728,['00471']
4728,437,['00471']
437,459,['00471']
459,2079,['00471']
2079,2082,['00471']
2082,2083,['00471']
2083,2084,['00471']
768,2085,['00471']
2085,2086,"['00471', '027X0']"
2086,4455,['00471']
4455,381,['00471']
381,382,['00471']
382,4451,"['00471', '00011']"
4451,383,['00471']
383,384,"['00471', '00011']"
384,385,"['00471', '00011']"
385,387,"['00471', '00011']"
387,388,"['00471', '00011']"
388,389,"['00471', '00011']"
389,393,"['00471', '00011']"
393,371,"['00471', '00011']"
371,391,['00471']
391,392,"['00471', '00011']"
392,395,"['00471', '00011']"
400,7564,['00471']
7564,7663,['00471']
7663,2081,['00471']
2081,2080,['00471']
400,7392,"['025A0', '00250']"
7012,7566,"['025A0', '025D0']"
7566,2201,['025A0']
2213,4401,['025A0']
4401,2214,['025A0']
4607,4608,['025A0']
4608,4609,['025A0']
4609,4610,['025A0']
4610,4611,['025A0']
4616,7588,['025A0']
1184,7490,"['00430', '00420']"
522,523,"['00430', '029A0']"
1200,4385,"['00430', '00420', '027X0']"
6115,1205,['00430']
1205,1206,"['00430', '00420']"
1206,1209,['00430']
1209,1210,"['00430', '00420']"
1210,3575,['00430']
3575,3576,"['00430', '00420']"
3576,3648,['00430']
3648,7659,['00430']
7659,3649,['00430']
3649,3650,['00430']
3650,7328,['00430']
7328,3651,['00430']
3651,3652,['00430']
3652,3653,['00430']
3653,3654,['00430']
3654,5084,['00430']
5084,6054,['00430']
3712,6359,['00430']
6359,4849,['00430']
4849,7189,['00430']
7189,1207,['00430']
1207,1208,['00430']
3815,3816,['033X1']
3850,3851,"['033X1', '033A1']"
3851,3852,"['033X1', '033A1']"
6050,7398,['033X1']
7398,3859,['033X1']
3859,6252,['033X1']
6252,302,['033X1']
302,333,['033X1']
333,403,"['033X1', '032X0', '041X1']"
403,747,"['033X1', '032X0', '041X1']"
3997,3998,['066A1']
2238,2239,['066A1']
7387,3996,['066A1']
3996,2237,['066A1']
2237,5056,['066A1']
5056,3994,['066A1']
3994,3995,['066A1']
371,381,['00011']
381,391,['00011']
399,382,['00011']
4451,400,['00011']
220,221,['00011']
221,222,['00011']
222,223,"['00011', '01040']"
223,224,['00011']
224,225,['00011']
225,226,"['00011', '01040']"
7571,207,['00440']
209,210,['00440']
210,211,['00440']
211,212,['00440']
212,213,['00440']
52,265,['00440']
265,271,['00440']
271,340,['00440']
350,2809,"['00440', '00610', '077X1']"
2809,2810,"['00440', '00610', '077X1']"
2810,2811,"['00440', '00610']"
2811,843,"['00440', '00610']"
843,1013,"['00440', '00610']"
1013,1015,"['00440', '00610']"
1015,2812,"['00440', '00610']"
2812,2813,"['00440', '00610']"
2813,2814,"['00440', '00610']"
2814,852,['00440']
855,2815,"['00440', '00610']"
2815,2816,"['00440', '00610']"
2816,2817,"['00440', '00610']"
2817,2818,"['00440', '00610']"
2818,2819,"['00440', '00610']"
2819,2820,"['00440', '00610']"
2820,2822,"['00440', '00171', '00610']"
2822,2823,"['00440', '00171', '00610']"
2823,5032,"['00440', '00610']"
5032,2824,['00440']
2824,2825,['00440']
2825,2826,['00440']
2826,2827,"['00440', '044B0']"
2827,2828,"['00440', '044B0']"
2828,2829,"['00440', '044B0']"
2829,2830,"['00440', '044B0', '01161']"
2830,4094,['00440']
4094,4096,['00440']
4096,2831,['00440']
2831,2832,"['00440', '044B0', '01161']"
2832,2833,"['00440', '044B0']"
2833,7375,['00440']
7375,3466,['00440']
3466,3467,['00440']
3467,3469,['00440']
3469,3470,['00440']
3470,3471,['00440']
3471,3472,"['00440', '00470']"
3472,3473,"['00440', '00470']"
3473,3474,['00440']
3474,3475,['00440']
3475,3476,['00440']
3476,3477,['00440']
3477,3478,['00440']
3478,3282,['00440']
3282,3479,['00440']
3479,4086,['00440']
4086,4087,['00440']
4087,4088,['00440']
4088,4089,['00440']
4089,4091,['00440']
4091,6097,['00440']
6097,4093,['00440']
4093,3280,['00440']
3280,4090,['00440']
2570,7222,"['065B1', '077X1']"
7222,6170,"['065B1', '077X1']"
6170,7183,['065B1']
2540,4882,['065B1']
4882,4883,['065B1']
4883,4884,['065B1']
4884,4885,['065B1']
4885,6343,['065B1']
2548,2600,['065B1']
3082,3083,['00171']
3083,430,['00171']
430,431,['00171']
431,433,['00171']
433,434,['00171']
434,2068,['00171']
2084,4391,['00171']
4391,765,['00171']
765,867,['00171']
867,869,['00171']
869,3085,['00171']
3085,870,['00171']
870,874,['00171']
874,875,['00171']
876,3011,"['00171', '01421']"
3011,2820,['00171']
2823,432,['00171']
432,5032,['00171']
5032,2867,"['00171', '00610']"
2867,1035,"['00171', '00610', '01610']"
1035,1314,"['00171', '00610', '01610']"
1314,1316,"['00171', '00610', '01610']"
1316,1315,"['00171', '00610', '01610']"
1315,1317,"['00171', '00610']"
1336,1086,['00171']
1086,873,['00171']
873,1087,['00171']
2415,2327,['00171']
2327,2464,['00171']
2466,1392,['00171']
1392,1394,['00171']
1394,1395,['00171']
1395,3362,['00171']
3362,1436,['00171']
2190,1366,['00171']
1367,3360,['00171']
3360,3361,['00171']
342,1279,['054A0']
2386,2387,['054A0']
2387,2388,['054A0']
2394,2395,['054A0']
2395,2396,['054A0']
2396,2397,['054A0']
2397,2398,['054A0']
2398,2399,['054A0']
2399,2400,['054A0']
2400,2401,['054A0']
2401,2402,['054A0']
2402,2403,['054A0']
2403,1096,['054A0']
6132,2551,['054A0']
4640,7214,['054A0']
7214,4347,['054A0']
2558,6170,['054A0']
6170,5023,"['054A0', '077X1']"
5023,5024,"['054A0', '077X1']"
1450,2191,"['066A0', '00260']"
7187,3954,"['066A0', '066X0']"
3954,3956,['066A0']
3957,3993,['066A0']
3993,493,['066A0']
493,3994,['066A0']
3994,1451,['066A0']
1451,7391,['066A0']
7391,3955,['066A0']
1171,1173,['041C0']
1622,1624,['041C0']
1628,1172,['041C0']
1172,1629,['041C0']
3675,5030,['041C0']
5030,5031,"['041C0', '041X0']"
5031,6033,"['041C0', '041X0']"
6033,3089,"['041C0', '041X0']"
3089,3090,"['041C0', '041X0']"
3706,3707,['041C0']
3707,3708,['041C0']
3712,4916,['041C0']
4916,4917,['041C0']
4917,4918,['041C0']
4918,4919,['041C0']
4919,4920,['041C0']
4920,4910,['041C0']
4911,4912,"['041C0', '041X0']"
4912,4913,"['041C0', '041X0']"
4957,1623,['041C0']
6186,6216,"['00681', '068X1']"
6216,3400,"['00681', '068X1']"
3400,3401,"['00681', '068X1']"
3401,3402,"['00681', '068X1']"
3402,3403,"['00681', '068X1']"
3403,3404,"['00681', '068X1']"
3404,3405,"['00681', '068X1']"
3405,3406,"['00681', '068X1']"
3406,3410,['00681']
3410,3407,['00681']
3407,3408,['00681']
3408,3409,['00681']
3409,4558,['00681']
4558,3411,"['00681', '068X1']"
3411,3412,"['00681', '068X1']"
3412,3413,"['00681', '068X1']"
3413,3414,"['00681', '068X1']"
3414,3415,"['00681', '068X1']"
3415,3416,"['00681', '068X1']"
3416,3417,"['00681', '068X1']"
3417,3418,"['00681', '068X1']"
3419,3420,['00681']
3420,3421,"['00681', '051X1']"
3421,3422,"['00681', '051X1', '051D0']"
3422,3423,"['00681', '051X1']"
3423,2156,['00681']
6014,2158,['00681']
3425,2176,['00681']
2176,2177,['00681']
2177,2178,['00681']
2178,7354,['00681']
7354,1975,['00681']
1989,1375,['00681']
516,1198,['027B0']
1198,4384,['027B0']
4384,1222,['027B0']
1222,519,['027B0']
519,1223,['027B0']
1223,1224,['027B0']
1224,521,['027B0']
522,1226,['027B0']
1226,300,['027B0']
300,1227,['027B0']
1227,523,['027B0']
670,1228,['027B0']
1228,671,['027B0']
672,1244,['027B0']
1244,254,['027B0']
254,1196,['027B0']
1196,4382,['027B0']
4382,1197,['027B0']
1197,1246,['027B0']
1229,1231,['027B0']
1232,7490,['027B0']
7490,1233,['027B0']
7358,5174,['027B0']
6078,497,['027B0']
497,7112,['027B0']
7112,515,['027B0']
515,972,['027B0']
972,1625,['027B0']
1629,6234,['027B0']
6234,332,"['027B0', '083A1']"
332,1225,['027B0']
1225,7659,['027B0']
621,289,"['00320', '00310', '031A0']"
289,496,"['00320', '00310', '031A0', '031B0']"
7490,515,"['00320', '029A0', '031A0', '031B0']"
523,525,"['00320', '029A0', '031A0', '031B0']"
525,526,"['00320', '00310', '029A0', '031A0', '031B0']"
526,527,"['00320', '00310', '029A0', '031A0', '031B0']"
527,530,['00320']
530,531,"['00320', '00310', '029A0', '031A0', '031B0', '031D0']"
531,709,"['00320', '00310', '029A0', '031A0', '031B0', '031D0']"
709,533,['00320']
533,541,['00320']
541,543,['00320']
543,544,"['00320', '00310', '031A0', '031B0', '031D0']"
544,545,"['00320', '00310', '031A0', '031B0', '031D0']"
545,546,"['00320', '00310', '031B0', '031D0']"
546,910,"['00320', '031D0']"
910,912,['00320']
912,913,"['00320', '031D0']"
914,940,['00320']
940,941,"['00320', '032X1']"
941,942,"['00320', '032X1']"
3599,3600,"['00320', '042D1']"
3600,3604,['00320']
3604,3618,['00320']
4387,528,['00320']
528,529,"['00320', '00310', '029A0', '031A0', '031B0']"
529,532,['00320']
532,534,['00320']
534,535,"['00320', '00310', '031A0', '031B0', '031D0']"
535,537,['00320']
537,539,"['00320', '031D0']"
539,540,"['00320', '031A0', '031D0']"
540,542,"['00320', '00310']"
542,911,['00320']
911,938,['00320']
938,3601,['00320']
3601,3616,['00320']
3616,536,['00320']
536,538,"['00320', '00310']"
538,3602,['00320']
4495,7546,['00680']
7546,7547,['00680']
7547,1278,['00680']
1367,1369,"['00680', '068A0']"
1371,1372,"['00680', '068A0']"
1372,1373,"['00680', '068A0']"
1373,1374,"['00680', '068A0']"
1374,1946,['00680']
1971,2114,['00680']
2115,6011,['00680']
2134,3378,['00680']
3378,3379,"['00680', '051D1']"
3379,4669,"['00680', '051D1']"
4669,2165,['00680']
2166,2167,['00680']
2167,3383,['00680']
3383,3384,['00680']
3384,7483,['00680']
7483,3385,['00680']
3385,3386,['00680']
3386,3387,['00680']
3387,4559,['00680']
4559,3389,['00680']
3389,3390,['00680']
3390,6119,['00680']
6119,3392,['00680']
3392,3393,['00680']
3393,3394,['00680']
3394,3396,['00680']
3396,3397,['00680']
3397,3398,['00680']
3398,3399,['00680']
3399,6187,['00680']
6187,6188,['00680']
6188,6215,['00680']
6215,6184,['00680']
4647,2363,['076A1']
5009,2201,['076A1']
2201,4401,"['076A1', '066X0']"
4401,1813,['076A1']
1814,7026,['076A1']
3099,3101,['00591']
3101,3103,['00591']
3103,5105,['00591']
5105,3105,['00591']
3105,3106,['00591']
3106,3107,['00591']
3107,3108,['00591']
3108,7666,['00591']
7666,3111,['00591']
3111,3058,['00591']
3058,3059,"['00591', '01111']"
3066,3068,['00591']
4983,3100,['00591']
3100,3102,['00591']
3102,3067,['00591']
770,773,"['039A0', '032X1']"
776,779,['039A0']
780,782,['039A0']
782,783,"['039A0', '067X0', '066X0', '025X0']"
793,767,['039A0']
767,4529,['039A0']
7588,328,['039A0']
1647,771,['039A0']
772,1648,['039A0']
1913,777,['039A0']
777,1914,['039A0']
1660,781,['039A0']
781,1661,['039A0']
1661,784,['039A0']
784,1662,['039A0']
1808,7389,"['039A0', '00700']"
1870,1871,"['039A0', '02201']"
1871,1872,"['039A0', '02201']"
1899,6107,['039A0']
6107,6108,['039A0']
6108,6109,['039A0']
6109,6110,"['039A0', '039X0']"
6110,7020,['039A0']
7162,7576,['039A0']
7576,7167,['039A0']
2037,2040,['045A0']
3047,3203,['045A0']
3206,3241,['045A0']
3241,3242,['045A0']
3242,3243,['045A0']
3243,3244,"['045A0', '007B0']"
3244,3245,"['045A0', '007B0']"
3245,3212,"['045A0', '007B0']"
3218,3534,['045A0']
3534,3535,['045A0']
3535,3536,['045A0']
3536,3537,['045A0']
3537,3538,['045A0']
3538,7556,"['045A0', '007B0']"
7556,3539,['045A0']
3539,3540,['045A0']
3540,3541,['045A0']
3541,3546,['045A0']
3548,3542,['045A0']
3542,3543,['045A0']
3543,3139,['045A0']
4136,4147,['045A0']
4147,5167,['045A0']
5167,4139,['045A0']
4139,4140,['045A0']
4140,7522,['045A0']
7522,4175,['045A0']
5092,6000,['045A0']
4385,1202,['00420']
4849,1205,['00420']
1206,1211,['00420']
1211,3575,['00420']
3576,3577,['00420']
3577,3578,['00420']
3578,3579,['00420']
3579,3580,['00420']
3580,3640,['00420']
3640,3574,"['00420', '032X0']"
3574,3641,"['00420', '032X0']"
3641,1201,['00420']
1201,3642,['00420']
3583,3584,"['00420', '032X0', '01421', '042D0']"
3584,3585,"['00420', '032X0', '01421', '042D0']"
3585,1208,['00420']
1208,3625,['00420']
3625,1209,['00420']
1210,3626,['00420']
3626,3627,"['00420', '01421', '042D0']"
3627,523,['00420']
523,3628,['00420']
3628,6052,"['00420', '01421', '042D0']"
6052,3613,"['00420', '01421', '042D0']"
3616,1207,['00420']
7659,525,['00310']
527,528,"['00310', '029A0', '031A0', '031B0']"
529,530,"['00310', '029A0', '031A0', '031B0']"
709,532,"['00310', '029A0', '031A0', '031B0', '031D0']"
532,533,"['00310', '031A0', '031B0', '031D0']"
533,534,"['00310', '031A0', '031B0', '031D0']"
535,536,"['00310', '031A0', '031B0', '031D0']"
538,540,['00310']
542,543,"['00310', '031A0', '031B0', '031D0']"
546,547,"['00310', '031A0', '031B0']"
547,548,"['00310', '031A0', '031B0']"
548,549,"['00310', '031A0', '031B0']"
549,550,"['00310', '031A0']"
550,551,"['00310', '031A0']"
551,552,"['00310', '031A0']"
552,553,"['00310', '031A0']"
553,554,"['00310', '031A0']"
554,555,"['00310', '031A0']"
555,558,['00310']
558,559,"['00310', '031B1']"
559,560,"['00310', '031B1', '031A0']"
560,562,"['00310', '031B1', '031A0']"
562,563,"['00310', '031B1', '031A0']"
563,564,"['00310', '031B1', '031A0']"
564,565,"['00310', '031B1', '031A0']"
565,707,['00310']
707,731,['00310']
731,710,"['00310', '031B1', '031A0']"
710,712,"['00310', '031A0']"
712,713,"['00310', '031B1', '031A0']"
713,715,['00310']
715,716,"['00310', '031B1', '031A0']"
716,718,['00310']
718,719,"['00310', '031B1', '031A0']"
719,721,['00310']
5161,5162,"['054A1', '077X1']"
5162,2571,['054A1']
2599,4577,['054A1']
4577,4578,['054A1']
4578,1100,['054A1']
1111,2404,['054A1']
2404,2405,['054A1']
2405,2406,['054A1']
2406,2408,['054A1']
2408,2410,['054A1']
2410,2411,['054A1']
2411,2412,['054A1']
2412,2438,['054A1']
2634,2636,['054A1']
2636,2383,['054A1']
1358,2409,['054A1']
2409,342,['054A1']
342,2635,['054A1']
2046,2047,['00630']
2047,2048,['00630']
2048,2049,['00630']
2049,2050,['00630']
2050,2051,['00630']
2051,2053,['00630']
2053,2054,"['00630', '007D0', '007B0']"
2054,2055,"['00630', '007D0', '007B0']"
2055,7636,['00630']
7636,7651,['00630']
7651,7635,['00630']
7635,3254,['00630']
3254,5127,['00630']
5128,3126,['00630']
3126,3255,['00630']
3255,3256,['00630']
3256,3265,['00630']
3265,3266,['00630']
3266,3346,['00630']
3346,3267,['00630']
3267,3268,['00630']
3268,3269,['00630']
3269,3270,['00630']
3270,3271,['00630']
3271,3272,['00630']
3272,3273,['00630']
3273,3274,['00630']
3274,3275,['00630']
3275,3276,['00630']
3276,7372,['00630']
7372,5106,['00630']
4313,3277,['00630']
3277,3278,['00630']
3278,3279,['00630']
3279,3478,['00630']
3478,3280,['00630']
3280,3282,['00630']
3714,3719,['033B0']
3719,3718,['033B0']
3718,3720,['033B0']
3720,3721,['033B0']
3721,3722,['033B0']
3722,5069,['033B0']
5069,3723,['033B0']
3723,3724,['033B0']
3724,3725,['033B0']
3725,3726,['033B0']
3726,7039,['033B0']
7039,3730,['033B0']
3730,3732,['033B0']
3732,3728,['033B0']
3728,3729,['033B0']
3729,4330,['033B0']
4330,7204,['033B0']
4768,4326,['02701']
4326,7026,['02701']
1829,1830,"['02201', '02381']"
1830,1831,"['02201', '02381']"
1831,4464,['02201']
1879,1880,['02201']
1880,1881,['02201']
1881,4493,['02201']
4362,4747,['02201']
2960,1545,"['02201', '02360', '02381']"
1545,1840,"['02201', '070D1']"
1842,7298,['02201']
2294,6039,['02201']
6039,1816,['02201']
1816,1817,"['02201', '02381', '038A0']"
1817,1818,"['02201', '02381', '038A0']"
1818,1819,"['02201', '02381', '038A0']"
1819,1820,"['02201', '02381']"
1584,1585,['02201']
1586,1600,['02201']
1600,1601,"['02201', '02200']"
1601,1602,"['02201', '02200']"
1602,1604,['02201']
1604,1587,['02201']
1607,1608,['02201']
7471,1512,['02201']
1538,1513,['02201']
1513,4592,['02201']
4592,4375,['02201']
4375,4376,['02201']
4376,4890,['02201']
4369,4368,['02201']
4368,4781,['02201']
4781,107,['02201']
107,7092,['02201']
110,124,['02201']
124,4686,['02201']
4686,4366,['02201']
4366,4377,['02201']
4377,1603,['02201']
1603,4479,['02201']
2670,2910,['00791']
2910,2911,['00791']
2911,7507,['00791']
7507,2663,"['00791', '079A1']"
2663,2664,"['00791', '079A1']"
2664,2665,"['00791', '079A1']"
2665,2666,"['00791', '079A1']"
2666,2667,"['00791', '079A1']"
2667,2696,"['00791', '079A1']"
2702,2703,"['00791', '079A1']"
2703,2704,"['00791', '079A1']"
2704,2706,"['00791', '079A1']"
2706,6070,"['00791', '079A1']"
6070,2708,"['00791', '079A1']"
2708,5134,"['00791', '079A1']"
5134,2718,"['00791', '079A1']"
2719,7435,['00791']
1358,326,"['00791', '079A1']"
2493,2465,"['00831', '083A1']"
2478,1170,"['00831', '083A1']"
1072,2492,['00831']
2492,1352,['00831']
319,1443,"['00831', '083A1']"
1443,1616,"['00831', '083A1']"
1616,1617,"['00831', '083A1']"
1617,1618,"['00831', '083A1']"
1618,1619,"['00831', '083A1']"
1619,195,['00831']
201,202,['00831']
202,151,['00831']
151,153,['00831']
153,154,"['00831', '083A1']"
154,155,"['00831', '083A1']"
155,156,"['00831', '083A1']"
156,7430,['00831']
7430,177,['00831']
177,178,['00831']
178,1539,['00831']
1539,1540,"['00831', '083A1']"
1540,7426,"['00831', '083A1']"
7426,7427,"['00831', '083A1']"
7427,138,['00831']
138,133,"['00831', '083A1']"
133,134,"['00831', '083A1']"
134,4890,"['00831', '083A1']"
6219,6348,['00831']
6348,1182,"['00831', '040B0', '083A1']"
1182,7428,['00831']
7428,1550,['00831']
1550,1551,"['00831', '040B0', '083A1']"
1551,1552,"['00831', '040B0', '083A1']"
1552,6234,"['00831', '083A1']"
6234,6229,['00831']
6229,332,['00831']
289,7617,['029A0']
7617,496,['029A0']
532,649,['029A0']
649,650,['029A0']
650,651,['029A0']
651,4472,['029A0']
4472,4386,['029A0']
4386,653,['029A0']
653,722,['029A0']
722,723,['029A0']
723,724,['029A0']
724,725,['029A0']
725,726,['029A0']
726,727,['029A0']
727,728,['029A0']
728,729,['029A0']
729,730,['029A0']
730,5160,['029A0']
5160,5155,['029A0']
5155,5156,['029A0']
5156,7552,['029A0']
7552,924,['029A0']
924,7659,['029A0']
7659,925,['029A0']
925,927,['029A0']
927,938,['029A0']
938,4806,['029A0']
105,4365,['02200']
4365,4367,['02200']
4367,4788,['02200']
193,979,['02200']
979,1529,['02200']
1529,1530,['02200']
1530,1531,['02200']
1532,1592,['02200']
1594,1596,['02200']
1596,4363,['02200']
1599,1600,['02200']
1602,1603,['02200']
1603,1604,['02200']
1604,1573,['02200']
1573,1574,['02200']
1574,1575,['02200']
4583,1576,['02200']
4364,1580,['02200']
4980,1835,['02200']
6179,7297,['02200']
7297,1813,['02200']
1814,661,['02200']
661,7026,"['02200', '02380', '02361']"
7026,1882,['02200']
1882,1856,['02200']
1856,1857,['02200']
1857,1858,['02200']
1860,1862,['02200']
1867,4323,['02200']
4323,1824,"['02200', '02380']"
1824,1825,"['02200', '02380']"
1825,1826,"['02200', '02380']"
1827,2289,['02200']
2289,6180,['02200']
6180,4492,['02200']
1861,4489,['02200']
4489,4686,['02200']
4686,4687,['02200']
2830,2831,"['044B0', '01161']"
2833,6006,"['044B0', '01141']"
6006,3493,"['044B0', '01141']"
3493,3494,"['044B0', '01141']"
3494,3495,['044B0']
3495,3496,['044B0']
3496,3497,['044B0']
3497,3498,['044B0']
3498,3499,['044B0']
3499,3500,['044B0']
3500,3501,['044B0']
3501,3502,['044B0']
3502,3503,['044B0']
3503,3504,['044B0']
3504,3505,['044B0']
3505,3506,['044B0']
3506,3507,['044B0']
3507,3508,['044B0']
3508,3510,['044B0']
3510,3512,['044B0']
3512,3514,['044B0']
3514,2825,['044B0']
7389,4324,['00700']
4324,4770,['00700']
4770,4769,['00700']
4769,4765,['00700']
4768,4325,"['00700', '02700']"
4325,3328,"['00700', '02700', '070D0']"
3328,3329,"['00700', '02700', '070D0']"
3329,3330,"['00700', '02700', '070D0']"
3330,3331,"['00700', '02700', '070D0']"
3331,3351,"['00700', '02700', '070D0']"
3351,3332,"['00700', '02700', '070D0']"
3332,3333,"['00700', '02700', '070D0']"
7073,7097,['02380']
5071,5072,"['02380', '02361']"
5072,4980,['02380']
2289,1835,['02380']
2338,661,"['02380', '02361']"
7026,4323,"['02380', '02700']"
3557,7317,['007B1']
7317,3224,['007B1']
7056,4731,['007B1']
4731,2023,['007B1']
2023,3544,['007B1']
3544,2024,['007B1']
2024,6086,['007B1']
7419,3553,['007B1']
3554,7420,['007B1']
2068,3552,['007B1']
3552,2069,['007B1']
771,2025,['007B1']
2025,772,['007B1']
4921,4922,"['041A1', '041X1']"
4922,4923,"['041A1', '041X1']"
4923,4924,"['041A1', '041X1']"
4924,4958,"['041A1', '041X1']"
4958,3752,"['041A1', '041X1']"
7593,3885,"['041A1', '041B1']"
288,5053,['041A1']
4317,7013,['040B1']
7013,6162,['040B1']
6162,7022,['040B1']
7022,1554,['040B1']
1554,1555,['040B1']
1181,1558,['040B1']
1558,1549,['040B1']
6080,983,['040B1']
838,840,['040B1']
4725,4316,['040B1']
4316,7350,['040B1']
7350,839,['040B1']
839,6071,['040B1']
896,897,['01401']
897,893,['01401']
893,894,['01401']
894,1067,['01401']
1067,1068,"['01401', '01421']"
1068,1069,"['01401', '01421']"
7577,1354,['01401']
7582,319,['01401']
319,7491,['01401']
7491,274,['01401']
274,7,['01401']
7,194,['01401']
199,1506,['01401']
1506,1353,['01401']
1353,1507,['01401']
1510,1512,['01401']
1538,4543,['01401']
4543,1560,['01401']
1560,1280,"['01401', '040B0']"
1280,6366,['01401']
6366,6230,['01401']
6228,7111,['01401']
7111,6365,['01401']
6365,6276,['01401']
6276,7589,['01401']
7589,6362,['01401']
6362,7276,['01401']
7276,7149,['01401']
7149,1511,['01401']
1381,1406,['00170']
1409,3353,['00170']
3353,3355,['00170']
3356,1400,['00170']
1400,1391,['00170']
1391,3357,['00170']
3357,3358,['00170']
3358,2449,['00170']
2449,2450,['00170']
2450,2451,['00170']
2451,2434,['00170']
1120,1299,['00170']
1299,3354,['00170']
3354,1301,['00170']
2868,1300,['00170']
1300,2892,['00170']
2892,2893,['00170']
2895,3012,['00170']
3012,861,['00170']
862,863,['00170']
863,864,['00170']
864,865,['00170']
865,866,['00170']
866,2052,['00170']
2052,765,['00170']
765,2007,['00170']
2010,462,['00170']
462,464,['00170']
464,465,['00170']
465,466,['00170']
466,467,['00170']
467,468,['00170']
468,3032,['00170']
3033,3085,['00170']
557,558,"['031B1', '031A0']"
565,566,"['031B1', '031A0']"
566,707,"['031B1', '031A0']"
707,708,"['031B1', '031A0']"
708,731,"['031B1', '031A0']"
710,711,['031B1']
711,712,['031B1']
713,714,"['031B1', '031A0']"
714,715,"['031B1', '031A0']"
716,717,['031B1']
717,718,"['031B1', '031A0']"
719,720,"['031B1', '031A0']"
720,721,['031B1']
721,680,['031B1']
680,681,"['031B1', '031A0', '031B0']"
681,682,"['031B1', '031B0']"
682,683,"['031B1', '031B0']"
683,684,"['031B1', '031A0', '031B0']"
684,685,"['031B1', '031A0']"
685,686,"['031B1', '031A0', '031B0']"
686,688,"['031B1', '031A1']"
688,689,"['031B1', '031A1', '031B0']"
689,690,"['031B1', '031A1', '031B0']"
690,5062,"['031B1', '031A1', '031B0']"
5062,691,"['031B1', '031A1', '031B0']"
691,692,"['031B1', '031A1', '031B0']"
692,693,['031B1']
693,585,['031B1']
586,587,['031B1']
587,588,"['031B1', '031D1']"
592,594,['031B1']
594,596,['031B1']
620,590,['031B1']
590,7569,['031B1']
7569,593,['031B1']
1545,1816,"['02360', '02381']"
7343,7575,['02360']
7575,4978,['02360']
7105,7106,"['02360', '02381']"
7106,7381,['02360']
4745,4742,['02360']
2244,2246,['00261']
315,2210,['00261']
2210,347,['00261']
347,2211,['00261']
2211,406,['00261']
7387,2245,['00261']
2245,2251,['00261']
427,429,['084A0']
3032,3114,['084A0']
3114,3116,['084A0']
3124,3125,['084A0']
3125,3126,['084A0']
1730,1732,['01040']
1733,1650,['01040']
1650,1652,['01040']
1652,5141,['01040']
5141,1773,['01040']
1773,1774,['01040']
1774,1651,['01040']
1651,4784,['01040']
4784,608,['01040']
608,4791,"['01040', '031D1']"
4791,4792,"['01040', '031D1']"
4792,662,['01040']
662,663,['01040']
663,1196,['01040']
1197,4473,['01040']
4473,250,['01040']
251,4597,['01040']
4597,255,['01040']
255,218,['01040']
220,222,['01040']
223,225,['01040']
226,114,['01040']
114,1645,['01040']
1645,1646,['01040']
1646,7571,"['01040', '042D1']"
7571,1731,['01040']
1731,221,['01040']
221,224,['01040']
1631,1633,['016C0']
1633,1635,['016C0']
